Region,State,Plant,ORSPL,Unit,Full Name,County,Generation
Southeast,AL,Barry,3,1,Barry 1,Mobile County,12915.25
Southeast,AL,Barry,3,2,Barry 2,Mobile County,14038.25
Southeast,AL,Barry,3,4,Barry 4,Mobile County,772728
Southeast,AL,Barry,3,5,Barry 5,Mobile County,2937099.75
Southeast,AL,Barry,3,6A,Barry 6A,Mobile County,2147496.75
Southeast,AL,Barry,3,6B,Barry 6B,Mobile County,2138222.5
Southeast,AL,Barry,3,7A,Barry 7A,Mobile County,2131897.5
Southeast,AL,Barry,3,7B,Barry 7B,Mobile County,2138966.5
Southeast,AL,Gadsden,7,1,Gadsden 1,Etowah County,0
Southeast,AL,Gadsden,7,2,Gadsden 2,Etowah County,0
Southeast,AL,Gorgas,8,8,Gorgas 8,Walker County,315249
Southeast,AL,Gorgas,8,9,Gorgas 9,Walker County,736192
Southeast,AL,Gorgas,8,10,Gorgas 10,Walker County,3816113.25
Southwest,TX,Copper Station,9,CTG-1,Copper Station CTG-1,El Paso County,19064.38
Southeast,AL,Greene County,10,1,Greene County 1,Greene County,350762
Southeast,AL,Greene County,10,2,Greene County 2,Greene County,541064
Southeast,AL,Greene County,10,CT10,Greene County CT10,Greene County,7406
Southeast,AL,Greene County,10,CT2,Greene County CT2,Greene County,6719.25
Southeast,AL,Greene County,10,CT3,Greene County CT3,Greene County,2205
Southeast,AL,Greene County,10,CT4,Greene County CT4,Greene County,12553.25
Southeast,AL,Greene County,10,CT5,Greene County CT5,Greene County,7266.5
Southeast,AL,Greene County,10,CT6,Greene County CT6,Greene County,12884.25
Southeast,AL,Greene County,10,CT7,Greene County CT7,Greene County,13063.75
Southeast,AL,Greene County,10,CT8,Greene County CT8,Greene County,4266.25
Southeast,AL,Greene County,10,CT9,Greene County CT9,Greene County,2275.75
Southeast,AL,E C Gaston,26,1,E C Gaston 1,Shelby County,294770.25
Southeast,AL,E C Gaston,26,2,E C Gaston 2,Shelby County,433512.25
Southeast,AL,E C Gaston,26,3,E C Gaston 3,Shelby County,437672.5
Southeast,AL,E C Gaston,26,4,E C Gaston 4,Shelby County,365215.75
Southeast,AL,E C Gaston,26,5,E C Gaston 5,Shelby County,3816734.75
Tennessee,AL,Colbert,47,CCT1,Colbert CCT1,Colbert County,1677
Tennessee,AL,Colbert,47,CCT2,Colbert CCT2,Colbert County,1664
Tennessee,AL,Colbert,47,CCT3,Colbert CCT3,Colbert County,2110
Tennessee,AL,Colbert,47,CCT4,Colbert CCT4,Colbert County,1840
Tennessee,AL,Colbert,47,CCT5,Colbert CCT5,Colbert County,2402
Tennessee,AL,Colbert,47,CCT6,Colbert CCT6,Colbert County,2444
Tennessee,AL,Colbert,47,CCT7,Colbert CCT7,Colbert County,2140
Tennessee,AL,Colbert,47,CCT8,Colbert CCT8,Colbert County,2110
Midwest,LA,Dolet Hills Power Station,51,1,Dolet Hills Power Station 1,De Soto Parish,2167932.07
Mid-Atlantic,KY,Smith Generating Facility,54,SCT1,Smith Generating Facility SCT1,Clark County,9303.48
Mid-Atlantic,KY,Smith Generating Facility,54,SCT10,Smith Generating Facility SCT10,Clark County,27922.13
Mid-Atlantic,KY,Smith Generating Facility,54,SCT2,Smith Generating Facility SCT2,Clark County,10340.79
Mid-Atlantic,KY,Smith Generating Facility,54,SCT3,Smith Generating Facility SCT3,Clark County,10202.15
Mid-Atlantic,KY,Smith Generating Facility,54,SCT4,Smith Generating Facility SCT4,Clark County,21176.28
Mid-Atlantic,KY,Smith Generating Facility,54,SCT5,Smith Generating Facility SCT5,Clark County,21471.36
Mid-Atlantic,KY,Smith Generating Facility,54,SCT6,Smith Generating Facility SCT6,Clark County,19408.94
Mid-Atlantic,KY,Smith Generating Facility,54,SCT7,Smith Generating Facility SCT7,Clark County,20158.95
Mid-Atlantic,KY,Smith Generating Facility,54,SCT9,Smith Generating Facility SCT9,Clark County,28006.91
Southeast,AL,Charles R Lowman,56,1,Charles R Lowman 1,Washington County,12450.72
Southeast,AL,Charles R Lowman,56,2,Charles R Lowman 2,Washington County,604788.43
Southeast,AL,Charles R Lowman,56,3,Charles R Lowman 3,Washington County,895759.07
Central,NE,Platte,59,1,Platte 1,Hall County,363899.73
Central,NE,Gerald Whelan Energy Center,60,1,Gerald Whelan Energy Center 1,Adams County,378388.66
Central,NE,Gerald Whelan Energy Center,60,2,Gerald Whelan Energy Center 2,Adams County,916624.92
Rocky Mountains,NM,Escalante,87,1,Escalante 1,McKinley County,1186946.33
Central,KS,Holcomb,108,SGU1,Holcomb SGU1,Finney County,1120094.63
Southwest,AZ,Cholla,113,1,Cholla 1,Navajo County,441274.87
Southwest,AZ,Cholla,113,3,Cholla 3,Navajo County,1418112.96
Southwest,AZ,Cholla,113,4,Cholla 4,Navajo County,2162256.06
Southwest,AZ,Ocotillo Power Plant,116,1,Ocotillo Power Plant 1,Maricopa County,120512.91
Southwest,AZ,Ocotillo Power Plant,116,2,Ocotillo Power Plant 2,Maricopa County,89990.86
Southwest,AZ,Ocotillo Power Plant,116,GT3,Ocotillo Power Plant GT3,Maricopa County,0
Southwest,AZ,Ocotillo Power Plant,116,GT4,Ocotillo Power Plant GT4,Maricopa County,0
Southwest,AZ,Ocotillo Power Plant,116,GT5,Ocotillo Power Plant GT5,Maricopa County,0
Southwest,AZ,Ocotillo Power Plant,116,GT6,Ocotillo Power Plant GT6,Maricopa County,0
Southwest,AZ,Ocotillo Power Plant,116,GT7,Ocotillo Power Plant GT7,Maricopa County,0
Southwest,AZ,APS West Phoenix Power Plant,117,CC4,APS West Phoenix Power Plant CC4,Maricopa County,227507.46
Southwest,AZ,APS West Phoenix Power Plant,117,CC5A,APS West Phoenix Power Plant CC5A,Maricopa County,988465.48
Southwest,AZ,APS West Phoenix Power Plant,117,CC5B,APS West Phoenix Power Plant CC5B,Maricopa County,1093485.64
Southwest,AZ,APS Saguaro Power Plant,118,CT3,APS Saguaro Power Plant CT3,Pinal County,33121.3
Southwest,AZ,Yucca Power Plant,120,1,Yucca Power Plant 1,Yuma County,176983.87
Southwest,AZ,Yucca Power Plant,120,CT5,Yucca Power Plant CT5,Yuma County,72201.85
Southwest,AZ,Yucca Power Plant,120,CT6,Yucca Power Plant CT6,Yuma County,65225.81
Southwest,AZ,De Moss Petrie Generating Station,124,GT1,De Moss Petrie Generating Station GT1,Pima County,10018.23
Southwest,AZ,Irvington Generating Station,126,1,Irvington Generating Station 1,Pima County,75864.64
Southwest,AZ,Irvington Generating Station,126,2,Irvington Generating Station 2,Pima County,109160.36
Southwest,AZ,Irvington Generating Station,126,3,Irvington Generating Station 3,Pima County,187784.62
Southwest,AZ,Irvington Generating Station,126,4,Irvington Generating Station 4,Pima County,421588.81
Central,TX,Oklaunion Power Station,127,1,Oklaunion Power Station 1,Wilbarger County,1818375.96
Carolinas,SC,Cross,130,1,Cross 1,Berkeley County,2102118.3
Carolinas,SC,Cross,130,2,Cross 2,Berkeley County,53867.1
Carolinas,SC,Cross,130,3,Cross 3,Berkeley County,3949119.42
Carolinas,SC,Cross,130,4,Cross 4,Berkeley County,2912849.95
Florida,FL,Seminole (136),136,1,Seminole (136) 1,Putnam County,3706526.23
Florida,FL,Seminole (136),136,2,Seminole (136) 2,Putnam County,4551702.26
Southwest,AZ,Agua Fria Generating Station,141,1,Agua Fria Generating Station 1,Maricopa County,65759.15
Southwest,AZ,Agua Fria Generating Station,141,2,Agua Fria Generating Station 2,Maricopa County,54830.98
Southwest,AZ,Agua Fria Generating Station,141,3,Agua Fria Generating Station 3,Maricopa County,109854.82
Southwest,AZ,Kyrene Generating Station,147,K-7,Kyrene Generating Station K-7,Maricopa County,1033306.04
Southwest,AZ,Apache Station,160,1,Apache Station 1,Cochise County,71953.81
Southwest,AZ,Apache Station,160,2,Apache Station 2,Cochise County,745075.2
Southwest,AZ,Apache Station,160,3,Apache Station 3,Cochise County,1037288.65
Southwest,AZ,Apache Station,160,4,Apache Station 4,Cochise County,60549.45
Central,OK,Grand River Dam Authority,165,1,Grand River Dam Authority 1,Mayes County,382944.35
Central,OK,Grand River Dam Authority,165,2,Grand River Dam Authority 2,Mayes County,223200.28
Central,OK,Grand River Dam Authority,165,3,Grand River Dam Authority 3,Mayes County,869612.99
Midwest,AR,Lake Catherine,170,4,Lake Catherine 4,Hot Spring County,109370.13
Central,AR,Thomas Fitzhugh,201,2,Thomas Fitzhugh 2,Franklin County,148281.92
Midwest,AR,Carl Bailey,202,01,Carl Bailey 01,Woodruff County,0
Midwest,AR,McClellan,203,01,McClellan 01,Ouachita County,0
Florida,FL,St. Johns River Power,207,1,St. Johns River Power 1,Duval County,2758434.59
Florida,FL,St. Johns River Power,207,2,St. Johns River Power 2,Duval County,2811114.14
California,CA,Moss Landing,260,1A,Moss Landing 1A,Monterey County,515780.2
California,CA,Moss Landing,260,2A,Moss Landing 2A,Monterey County,684255.16
California,CA,Moss Landing,260,3A,Moss Landing 3A,Monterey County,628179.68
California,CA,Moss Landing,260,4A,Moss Landing 4A,Monterey County,585106.19
Texas,TX,Limestone,298,LIM1,Limestone LIM1,Limestone County,4482067.57
Texas,TX,Limestone,298,LIM2,Limestone LIM2,Limestone County,5389276.04
California,CA,Cabrillo Power I Encina Power Station,302,1,Cabrillo Power I Encina Power Station 1,San Diego County,0
California,CA,Cabrillo Power I Encina Power Station,302,2,Cabrillo Power I Encina Power Station 2,San Diego County,27571.55
California,CA,Cabrillo Power I Encina Power Station,302,3,Cabrillo Power I Encina Power Station 3,San Diego County,40481.23
California,CA,Cabrillo Power I Encina Power Station,302,4,Cabrillo Power I Encina Power Station 4,San Diego County,226764.17
California,CA,Cabrillo Power I Encina Power Station,302,5,Cabrillo Power I Encina Power Station 5,San Diego County,248867.08
California,CA,Cabrillo Power I Encina Power Station,302,6,Cabrillo Power I Encina Power Station 6,San Diego County,0
California,CA,Cabrillo Power I Encina Power Station,302,7,Cabrillo Power I Encina Power Station 7,San Diego County,0
California,CA,Cabrillo Power I Encina Power Station,302,8,Cabrillo Power I Encina Power Station 8,San Diego County,0
California,CA,Cabrillo Power I Encina Power Station,302,9,Cabrillo Power I Encina Power Station 9,San Diego County,0
California,CA,Cabrillo Power I Encina Power Station,302,10,Cabrillo Power I Encina Power Station 10,San Diego County,0
California,CA,AES Alamitos,315,1,AES Alamitos 1,Los Angeles County,47283
California,CA,AES Alamitos,315,2,AES Alamitos 2,Los Angeles County,76119
California,CA,AES Alamitos,315,3,AES Alamitos 3,Los Angeles County,192005
California,CA,AES Alamitos,315,4,AES Alamitos 4,Los Angeles County,268725
California,CA,AES Alamitos,315,5,AES Alamitos 5,Los Angeles County,127388
California,CA,AES Alamitos,315,6,AES Alamitos 6,Los Angeles County,183930
California,CA,AES Alamitos,315,CT1,AES Alamitos CT1,Los Angeles County,0
California,CA,AES Alamitos,315,CT2,AES Alamitos CT2,Los Angeles County,0
California,CA,El Segundo,330,5,El Segundo 5,Los Angeles County,676453.27
California,CA,El Segundo,330,7,El Segundo 7,Los Angeles County,667156.44
California,CA,Etiwanda Generating Station,331,3,Etiwanda Generating Station 3,San Bernardino County,74968.46
California,CA,Etiwanda Generating Station,331,4,Etiwanda Generating Station 4,San Bernardino County,67905.59
California,CA,AES Huntington Beach,335,1,AES Huntington Beach 1,Orange County,230539
California,CA,AES Huntington Beach,335,2,AES Huntington Beach 2,Orange County,163815
California,CA,AES Huntington Beach,335,CT1,AES Huntington Beach CT1,Orange County,0
California,CA,AES Huntington Beach,335,CT2,AES Huntington Beach CT2,Orange County,0
California,CA,Long Beach Generating Station,341,1,Long Beach Generating Station 1,Los Angeles County,9066
California,CA,Long Beach Generating Station,341,2,Long Beach Generating Station 2,Los Angeles County,8212.34
California,CA,Long Beach Generating Station,341,3,Long Beach Generating Station 3,Los Angeles County,7946.13
California,CA,Long Beach Generating Station,341,4,Long Beach Generating Station 4,Los Angeles County,7160.79
California,CA,Mandalay Generating Station,345,1,Mandalay Generating Station 1,Ventura County,72229.57
California,CA,Mandalay Generating Station,345,2,Mandalay Generating Station 2,Ventura County,74111.41
California,CA,Ormond Beach Generating Station,350,1,Ormond Beach Generating Station 1,Ventura County,121020.3
California,CA,Ormond Beach Generating Station,350,2,Ormond Beach Generating Station 2,Ventura County,128602.41
California,CA,AES Redondo Beach,356,5,AES Redondo Beach 5,Los Angeles County,38818
California,CA,AES Redondo Beach,356,6,AES Redondo Beach 6,Los Angeles County,63431
California,CA,AES Redondo Beach,356,7,AES Redondo Beach 7,Los Angeles County,244825
California,CA,AES Redondo Beach,356,8,AES Redondo Beach 8,Los Angeles County,178573
California,CA,Mountainview Generating Station,358,3-1,Mountainview Generating Station 3-1,San Bernardino County,1043509.59
California,CA,Mountainview Generating Station,358,3-2,Mountainview Generating Station 3-2,San Bernardino County,1012132.58
California,CA,Mountainview Generating Station,358,4-1,Mountainview Generating Station 4-1,San Bernardino County,1062546.34
California,CA,Mountainview Generating Station,358,4-2,Mountainview Generating Station 4-2,San Bernardino County,1107037.75
California,CA,Grayson Power Plant,377,4,Grayson Power Plant 4,Los Angeles County,37650.67
California,CA,Grayson Power Plant,377,5,Grayson Power Plant 5,Los Angeles County,93325.33
California,CA,Grayson Power Plant,377,9,Grayson Power Plant 9,Los Angeles County,16067.31
Mid-Atlantic,IL,Joliet 29,384,71,Joliet 29 71,Will County,108229.25
Mid-Atlantic,IL,Joliet 29,384,72,Joliet 29 72,Will County,104322.25
Mid-Atlantic,IL,Joliet 29,384,81,Joliet 29 81,Will County,54881
Mid-Atlantic,IL,Joliet 29,384,82,Joliet 29 82,Will County,66920.5
California,CA,El Centro,389,4,El Centro 4,Imperial County,19031.64
California,CA,El Centro,389,2-2,El Centro 2-2,Imperial County,412893.79
California,CA,El Centro,389,3-1,El Centro 3-1,Imperial County,352776.58
California,CA,El Centro,389,3-2,El Centro 3-2,Imperial County,289904.47
California,CA,Harbor Generating Station,399,10,Harbor Generating Station 10,Los Angeles County,3163.42
California,CA,Harbor Generating Station,399,11,Harbor Generating Station 11,Los Angeles County,3695.34
California,CA,Harbor Generating Station,399,12,Harbor Generating Station 12,Los Angeles County,3611.72
California,CA,Harbor Generating Station,399,13,Harbor Generating Station 13,Los Angeles County,3560.47
California,CA,Harbor Generating Station,399,14,Harbor Generating Station 14,Los Angeles County,3403.4
California,CA,Harbor Generating Station,399,**10A,Harbor Generating Station **10A,Los Angeles County,44674.71
California,CA,Harbor Generating Station,399,**10B,Harbor Generating Station **10B,Los Angeles County,36389.6
California,CA,Haynes Generating Station,400,1,Haynes Generating Station 1,Los Angeles County,81186.99
California,CA,Haynes Generating Station,400,2,Haynes Generating Station 2,Los Angeles County,119410.73
California,CA,Haynes Generating Station,400,9,Haynes Generating Station 9,Los Angeles County,1236828.59
California,CA,Haynes Generating Station,400,10,Haynes Generating Station 10,Los Angeles County,1299641.16
California,CA,Haynes Generating Station,400,11,Haynes Generating Station 11,Los Angeles County,37917.21
California,CA,Haynes Generating Station,400,12,Haynes Generating Station 12,Los Angeles County,15686.86
California,CA,Haynes Generating Station,400,13,Haynes Generating Station 13,Los Angeles County,26738.68
California,CA,Haynes Generating Station,400,14,Haynes Generating Station 14,Los Angeles County,18456.08
California,CA,Haynes Generating Station,400,15,Haynes Generating Station 15,Los Angeles County,40537.57
California,CA,Haynes Generating Station,400,16,Haynes Generating Station 16,Los Angeles County,44629.46
California,CA,Scattergood Generating Station,404,1,Scattergood Generating Station 1,Los Angeles County,86084.01
California,CA,Scattergood Generating Station,404,2,Scattergood Generating Station 2,Los Angeles County,37281.11
California,CA,Scattergood Generating Station,404,4,Scattergood Generating Station 4,Los Angeles County,1249206.79
California,CA,Scattergood Generating Station,404,6,Scattergood Generating Station 6,Los Angeles County,30563.23
California,CA,Scattergood Generating Station,404,7,Scattergood Generating Station 7,Los Angeles County,28989.35
California,CA,Valley Generating Station,408,5,Valley Generating Station 5,Los Angeles County,5101.59
California,CA,Valley Generating Station,408,6,Valley Generating Station 6,Los Angeles County,752654.12
California,CA,Valley Generating Station,408,7,Valley Generating Station 7,Los Angeles County,793971.91
California,CA,Glenarm,422,GT3,Glenarm GT3,Los Angeles County,19008.89
California,CA,Glenarm,422,GT4,Glenarm GT4,Los Angeles County,14461.92
California,CA,Glenarm,422,GT5,Glenarm GT5,Los Angeles County,48475.44
Rocky Mountains,CO,Cherokee,469,4,Cherokee 4,Adams County,1350720.21
Rocky Mountains,CO,Cherokee,469,5,Cherokee 5,Adams County,1581608.67
Rocky Mountains,CO,Cherokee,469,6,Cherokee 6,Adams County,1585700.9
Rocky Mountains,CO,Comanche (470),470,1,Comanche (470) 1,Pueblo County,2241967.63
Rocky Mountains,CO,Comanche (470),470,2,Comanche (470) 2,Pueblo County,2663858.1
Rocky Mountains,CO,Comanche (470),470,3,Comanche (470) 3,Pueblo County,5151840.25
Rocky Mountains,CO,Valmont,477,5,Valmont 5,Boulder County,234266.59
Rocky Mountains,CO,Zuni,478,1,Zuni 1,Denver County,0
Rocky Mountains,CO,Zuni,478,2,Zuni 2,Denver County,0
Rocky Mountains,CO,Zuni,478,3,Zuni 3,Denver County,0
Rocky Mountains,CO,Martin Drake,492,6,Martin Drake 6,El Paso County,447960.17
Rocky Mountains,CO,Martin Drake,492,7,Martin Drake 7,El Paso County,821351.14
Rocky Mountains,CO,Lamar,508,8,Lamar 8,Prowers County,0
Rocky Mountains,CO,Hayden,525,H1,Hayden H1,Routt County,1315754.62
Rocky Mountains,CO,Hayden,525,H2,Hayden H2,Routt County,1571940.49
Rocky Mountains,CO,Nucla,527,1,Nucla 1,Montrose County,101250.09
Southeast,AL,McWilliams,533,**4,McWilliams **4,Covington County,188166.06
Southeast,AL,McWilliams,533,**V1,McWilliams **V1,Covington County,1283284.25
Southeast,AL,McWilliams,533,**V2,McWilliams **V2,Covington County,1277105.61
New England,CT,Branford,540,10,Branford 10,New Haven County,333.01
New England,CT,Cos Cob,542,10,Cos Cob 10,Fairfield County,436.82
New England,CT,Cos Cob,542,11,Cos Cob 11,Fairfield County,431.56
New England,CT,Cos Cob,542,12,Cos Cob 12,Fairfield County,441.34
New England,CT,Cos Cob,542,13,Cos Cob 13,Fairfield County,471.1
New England,CT,Cos Cob,542,14,Cos Cob 14,Fairfield County,395.88
New England,CT,Devon,544,10,Devon 10,New Haven County,224
New England,CT,Devon,544,11,Devon 11,New Haven County,2933.4
New England,CT,Devon,544,12,Devon 12,New Haven County,2560.71
New England,CT,Devon,544,13,Devon 13,New Haven County,2175.76
New England,CT,Devon,544,14,Devon 14,New Haven County,2669.94
New England,CT,Devon,544,15,Devon 15,New Haven County,3706.89
New England,CT,Devon,544,16,Devon 16,New Haven County,3836.86
New England,CT,Devon,544,17,Devon 17,New Haven County,3459.25
New England,CT,Devon,544,18,Devon 18,New Haven County,4307.53
New England,CT,Montville,546,5,Montville 5,New London County,19145.9
New England,CT,Montville,546,6,Montville 6,New London County,29199.57
New England,CT,Tunnel,557,10,Tunnel 10,New London County,255.89
New England,CT,Franklin Drive,561,10,Franklin Drive 10,Litchfield County,271.07
New England,CT,Middletown,562,2,Middletown 2,Middlesex County,108507.47
New England,CT,Middletown,562,3,Middletown 3,Middlesex County,103659.7
New England,CT,Middletown,562,4,Middletown 4,Middlesex County,21602.06
New England,CT,Middletown,562,10,Middletown 10,Middlesex County,238.44
New England,CT,Middletown,562,12,Middletown 12,Middlesex County,2958.1
New England,CT,Middletown,562,13,Middletown 13,Middlesex County,2143.62
New England,CT,Middletown,562,14,Middletown 14,Middlesex County,2134.81
New England,CT,Middletown,562,15,Middletown 15,Middlesex County,2858.22
New England,CT,South Meadow Station,563,11A,South Meadow Station 11A,Hartford County,106.45
New England,CT,South Meadow Station,563,11B,South Meadow Station 11B,Hartford County,107.05
New England,CT,South Meadow Station,563,12A,South Meadow Station 12A,Hartford County,71.51
New England,CT,South Meadow Station,563,12B,South Meadow Station 12B,Hartford County,71.25
New England,CT,South Meadow Station,563,13A,South Meadow Station 13A,Hartford County,238.51
New England,CT,South Meadow Station,563,13B,South Meadow Station 13B,Hartford County,229.85
New England,CT,South Meadow Station,563,14A,South Meadow Station 14A,Hartford County,91.24
New England,CT,South Meadow Station,563,14B,South Meadow Station 14B,Hartford County,91.24
Florida,FL,Curtis H. Stanton Energy Center,564,1,Curtis H. Stanton Energy Center 1,Orange County,2297951.5
Florida,FL,Curtis H. Stanton Energy Center,564,2,Curtis H. Stanton Energy Center 2,Orange County,2858184.96
Florida,FL,Curtis H. Stanton Energy Center,564,CCB,Curtis H. Stanton Energy Center CCB,Orange County,1566356.24
New England,CT,Torrington Terminal,565,10,Torrington Terminal 10,Litchfield County,368.92
New England,CT,Bridgeport Harbor Station,568,BHB3,Bridgeport Harbor Station BHB3,Fairfield County,232257.48
New England,CT,Bridgeport Harbor Station,568,BHB4,Bridgeport Harbor Station BHB4,Fairfield County,295.8
New England,CT,Bridgeport Harbor Station,568,BHB5,Bridgeport Harbor Station BHB5,Fairfield County,0
New England,CT,Norwich,581,TRBINE,Norwich TRBINE,New London County,280.35
New England,VT,J C McNeil,589,1,J C McNeil 1,Chittenden County,303008.5
Mid-Atlantic,DE,Christiana Substation,591,11,Christiana Substation 11,New Castle County,102.1
Mid-Atlantic,DE,Christiana Substation,591,14,Christiana Substation 14,New Castle County,90.2
Mid-Atlantic,DE,Delaware City,592,10,Delaware City 10,New Castle County,39.7
Mid-Atlantic,DE,Edge Moor,593,3,Edge Moor 3,New Castle County,40214.18
Mid-Atlantic,DE,Edge Moor,593,4,Edge Moor 4,New Castle County,82672.2
Mid-Atlantic,DE,Edge Moor,593,5,Edge Moor 5,New Castle County,144090.69
Mid-Atlantic,DE,Edge Moor,593,10,Edge Moor 10,New Castle County,18
Mid-Atlantic,DE,Indian River,594,4,Indian River 4,Sussex County,441207.3
Mid-Atlantic,DE,Indian River,594,10,Indian River 10,Sussex County,48.42
Mid-Atlantic,DE,West Substation,597,10,West Substation 10,New Castle County,42.51
Mid-Atlantic,DE,McKee Run,599,1,McKee Run 1,Kent County,0
Mid-Atlantic,DE,McKee Run,599,2,McKee Run 2,Kent County,0
Mid-Atlantic,DE,McKee Run,599,3,McKee Run 3,Kent County,9324.19
Mid-Atlantic,MD,Brandon Shores,602,1,Brandon Shores 1,Anne Arundel County,1809978.84
Mid-Atlantic,MD,Brandon Shores,602,2,Brandon Shores 2,Anne Arundel County,2526228.01
Northwest,WA,Fredonia Generating Station,607,CT3,Fredonia Generating Station CT3,Skagit County,16491.38
Northwest,WA,Fredonia Generating Station,607,CT4,Fredonia Generating Station CT4,Skagit County,17857.57
Florida,FL,Cape Canaveral,609,CCCT3A,Cape Canaveral CCCT3A,Brevard County,2253814.85
Florida,FL,Cape Canaveral,609,CCCT3B,Cape Canaveral CCCT3B,Brevard County,2354951.39
Florida,FL,Cape Canaveral,609,CCCT3C,Cape Canaveral CCCT3C,Brevard County,2455174.92
Florida,FL,Fort Myers,612,FMCT2A,Fort Myers FMCT2A,Lee County,1424001.29
Florida,FL,Fort Myers,612,FMCT2B,Fort Myers FMCT2B,Lee County,1418182.94
Florida,FL,Fort Myers,612,FMCT2C,Fort Myers FMCT2C,Lee County,1458621.67
Florida,FL,Fort Myers,612,FMCT2D,Fort Myers FMCT2D,Lee County,1477059.14
Florida,FL,Fort Myers,612,FMCT2E,Fort Myers FMCT2E,Lee County,1536608.14
Florida,FL,Fort Myers,612,FMCT2F,Fort Myers FMCT2F,Lee County,1463499.89
Florida,FL,Fort Myers,612,PFM3A,Fort Myers PFM3A,Lee County,39948.01
Florida,FL,Fort Myers,612,PFM3B,Fort Myers PFM3B,Lee County,38037.22
Florida,FL,Fort Myers,612,PFM3C,Fort Myers PFM3C,Lee County,83670.62
Florida,FL,Fort Myers,612,PFM3D,Fort Myers PFM3D,Lee County,46758.56
Florida,FL,Lauderdale,613,4GT1,Lauderdale 4GT1,Broward County,808134.29
Florida,FL,Lauderdale,613,4GT2,Lauderdale 4GT2,Broward County,892127.42
Florida,FL,Lauderdale,613,5GT1,Lauderdale 5GT1,Broward County,809989.82
Florida,FL,Lauderdale,613,5GT2,Lauderdale 5GT2,Broward County,522030.48
Florida,FL,Lauderdale,613,PFL6A,Lauderdale PFL6A,Broward County,88904.47
Florida,FL,Lauderdale,613,PFL6B,Lauderdale PFL6B,Broward County,75548
Florida,FL,Lauderdale,613,PFL6C,Lauderdale PFL6C,Broward County,82280.94
Florida,FL,Lauderdale,613,PFL6D,Lauderdale PFL6D,Broward County,59778.23
Florida,FL,Lauderdale,613,PFL6E,Lauderdale PFL6E,Broward County,54440.01
Florida,FL,Port Everglades,617,PECT5A,Port Everglades PECT5A,Broward County,2120073.8
Florida,FL,Port Everglades,617,PECT5B,Port Everglades PECT5B,Broward County,2175185.6
Florida,FL,Port Everglades,617,PECT5C,Port Everglades PECT5C,Broward County,2620125.88
Florida,FL,Riviera Beach Energy Center,619,RBCT5A,Riviera Beach Energy Center RBCT5A,Palm Beach County,2349108.27
Florida,FL,Riviera Beach Energy Center,619,RBCT5B,Riviera Beach Energy Center RBCT5B,Palm Beach County,2421500.09
Florida,FL,Riviera Beach Energy Center,619,RBCT5C,Riviera Beach Energy Center RBCT5C,Palm Beach County,2372776.82
Florida,FL,Sanford,620,SNCT4A,Sanford SNCT4A,Volusia County,1356722.73
Florida,FL,Sanford,620,SNCT4B,Sanford SNCT4B,Volusia County,1373282.94
Florida,FL,Sanford,620,SNCT4C,Sanford SNCT4C,Volusia County,1124125.87
Florida,FL,Sanford,620,SNCT4D,Sanford SNCT4D,Volusia County,1091958.65
Florida,FL,Sanford,620,SNCT5A,Sanford SNCT5A,Volusia County,1150404.43
Florida,FL,Sanford,620,SNCT5B,Sanford SNCT5B,Volusia County,1372160.2
Florida,FL,Sanford,620,SNCT5C,Sanford SNCT5C,Volusia County,1403658.63
Florida,FL,Sanford,620,SNCT5D,Sanford SNCT5D,Volusia County,1199909.78
Florida,FL,Turkey Point,621,TPCT5A,Turkey Point TPCT5A,Miami-Dade County,1274871.08
Florida,FL,Turkey Point,621,TPCT5B,Turkey Point TPCT5B,Miami-Dade County,1350780.33
Florida,FL,Turkey Point,621,TPCT5C,Turkey Point TPCT5C,Miami-Dade County,1408156.2
Florida,FL,Turkey Point,621,TPCT5D,Turkey Point TPCT5D,Miami-Dade County,1374354.13
Florida,FL,Crystal River,628,1,Crystal River 1,Citrus County,680897.24
Florida,FL,Crystal River,628,2,Crystal River 2,Citrus County,789803.81
Florida,FL,Crystal River,628,4,Crystal River 4,Citrus County,4274163.34
Florida,FL,Crystal River,628,5,Crystal River 5,Citrus County,3852976.35
Florida,FL,Crystal River,628,1GTA,Crystal River 1GTA,Citrus County,0
Florida,FL,Crystal River,628,1GTB,Crystal River 1GTB,Citrus County,0
Florida,FL,Crystal River,628,2GTA,Crystal River 2GTA,Citrus County,0
Florida,FL,Crystal River,628,2GTB,Crystal River 2GTB,Citrus County,0
Florida,FL,P L Bartow,634,4A,P L Bartow 4A,Pinellas County,1768904.89
Florida,FL,P L Bartow,634,4B,P L Bartow 4B,Pinellas County,1677186.46
Florida,FL,P L Bartow,634,4C,P L Bartow 4C,Pinellas County,1874388.71
Florida,FL,P L Bartow,634,4D,P L Bartow 4D,Pinellas County,1794261.84
Southeast,FL,Crist Electric Generating Plant,641,4,Crist Electric Generating Plant 4,Escambia County,126063
Southeast,FL,Crist Electric Generating Plant,641,5,Crist Electric Generating Plant 5,Escambia County,128378.5
Southeast,FL,Crist Electric Generating Plant,641,6,Crist Electric Generating Plant 6,Escambia County,1188449.75
Southeast,FL,Crist Electric Generating Plant,641,7,Crist Electric Generating Plant 7,Escambia County,2126890.75
Southeast,FL,Gulf Clean Energy Center,641,8A,Gulf Clean Energy Center 8A,Escambia County,0
